CUSEC;COD_POSTAL;yieldPisos;yieldCasas
0306502002;03203;=;-
0306502003;03203;=;-
0306502004;03203;=;-
0306502005;03203;=;-
0306502006;03203;=;-
0306502007;03203;=;-
0306502008;03203;=;-
0306502009;03203;=;-
0306502010;03203;=;-
0306502011;03203;=;-
0306502012;03203;=;-
0306502013;03203;=;-
0306502014;03203;=;-
0306502015;03203;=;-
0306502016;03203;=;-
0306502017;03203;=;-
0306502018;03203;=;-
0306502019;03203;=;-
0306502020;03203;=;-
0306502021;03203;=;-
0306502022;03203;=;-
0306502023;03203;=;-
0306502024;03203;=;-
0306502025;03203;=;-
0306502026;03203;=;-
0306503001;03206;=;+
0306503002;03206;=;+
0306503003;03206;=;+
0306503004;03206;=;+
0306503005;03206;=;+
0306503006;03206;=;+
0306503007;03206;=;+
0306503008;03206;=;+
0306503009;03206;=;+
0306503010;03206;=;+
0306503012;03206;=;+
0306503013;03206;=;+
0306503014;03206;=;+
0306503015;03206;=;+
0306503016;03206;=;+
0306503017;03206;=;+
0306503018;03206;=;+
0306503019;03206;=;+
0306503020;03206;=;+
0306503021;03206;=;+
0306503023;03206;=;+
0306503024;03206;=;+
0306503025;03206;=;+
0306503026;03206;=;+
0306503027;03206;=;+
0306503028;03206;=;+
0306503029;03206;=;+
0306503030;03206;=;+
0306503031;03206;=;+
0306504001;03205;-;-
0306504002;03205;-;-
0306504003;03205;-;-
0306504004;03205;-;-
0306504005;03205;-;-
0306504006;03205;-;-
0306504007;03205;-;-
0306504008;03205;-;-
0306504009;03205;-;-
0306504010;03205;-;-
0306504011;03205;-;-
0306504012;03205;-;-
0306504013;03205;-;-
0306504014;03205;-;-
0306504015;03205;-;-
0306504016;03205;-;-
0306504017;03205;-;-
0306504018;03205;-;-
0306504019;03205;-;-
0306504020;03205;-;-
0306504021;03205;-;-
0306505001;03201;=;=
0306505002;03201;=;=
0306505003;03201;=;=
0306505004;03201;=;=
0306505005;03201;=;=
0306505006;03201;=;=
0306505007;03201;=;=
0306505008;03201;=;=
0306505009;03201;=;=
0306505010;03201;=;=
0306505011;03201;=;=
0306505012;03201;=;=
0306505013;03201;=;=
0306505014;03201;=;=
0306505015;03201;=;=
0306505016;03201;=;=
0306505018;03201;=;=
0306505019;03201;=;=
0306505020;03201;=;=
0306505021;03201;=;=
0306505022;03201;=;=
0306505023;03201;=;=
0306505024;03201;=;=
0306505025;03201;=;=
0306505026;03201;=;=
0306505027;03201;=;=
0306505028;03201;=;=
0306506001;03204;=;=
0306506002;03204;=;=
0306506003;03204;=;=
0306506004;03204;=;=
0306506005;03204;=;=
0306506006;03204;=;=
0306506007;03204;=;=
0306506008;03204;=;=
0306506009;03204;=;=
0306506010;03204;=;=
0306506011;03204;=;=
0306506012;03204;=;=
0306506013;03204;=;=
0306506014;03204;=;=
0306506015;03204;=;=
0306506016;03204;=;=
0306506017;03204;=;=
0306506018;03204;=;=
0306506019;03204;=;=
0306506020;03204;=;=
0306506021;03204;=;=
0306506022;03204;=;=
0306507001;03296;++;=
0306507002;03296;++;=
0306507003;03296;++;=
0306507004;03296;++;=
0306507005;03296;++;=
0306507006;03296;++;=
0306507007;03296;++;=
0306507008;03296;++;=
0306507009;03296;++;=
0306507010;03296;++;=
0306507011;03296;++;=
0306507012;03296;++;=
0306507013;03296;++;=
0306507014;03296;++;=
0306507015;03296;++;=
0306507016;03296;++;=
0306507017;03296;++;=
0306507018;03296;++;=
0306507019;03296;++;=
0306507020;03296;++;=
0306507021;03296;++;=
0306507022;03296;++;=
0306507023;03296;++;=
0306507024;03296;++;=
0306507025;03296;++;=
0306507026;03296;++;=
0306601001;03600;+;=
0306601002;03600;+;=
0306601003;03600;+;=
0306601004;03600;+;=
0306601005;03600;+;=
0306601006;03600;+;=
0306602001;03600;+;=
0306602002;03600;+;=
0306602003;03600;+;=
0306602004;03600;+;=
0306603001;03600;+;=
0306604001;03600;+;=
0306604002;03600;+;=
0306604003;03600;+;=
0306604004;03600;+;=
0306604005;03600;+;=
0306604006;03600;+;=
0306604007;03600;+;=
0306604008;03600;+;=
0306604009;03600;+;=
0306604010;03600;+;=
0306604011;03600;+;=
0306604012;03600;+;=
0306604013;03600;+;=
0306604014;03600;+;=
0306604015;03600;+;=
0306604016;03600;+;=
0306604017;03600;+;=
0306604018;03600;+;=
0306605001;03600;+;=
0306605002;03600;+;=
0306605003;03600;+;=
0306605004;03600;+;=
0306605005;03600;+;=
0306605006;03600;+;=
0306605007;03600;+;=
0306605008;03600;+;=
0306605009;03600;+;=
0306605010;03600;+;=
0306605011;03600;+;=
0306605012;03600;+;=
0306701001;03813;++;++
0306801001;03813;++;++
0306901001;03509;-;=
0306901002;03509;-;=
0307001001;03179;=;=
0307001002;03179;=;=
0307101001;03740;=;--
0307101002;03740;=;--
0307101003;03740;=;--
0307102001;03740;=;--
0307102002;03740;=;--
0307201001;03840;++;+
0307301001;03811;++;++
0307401001;03350;=;-
0307501001;03517;--;-
0307601001;03140;=;-
0307601002;03140;=;-
0307601003;03140;=;-
0307601004;03140;=;-
0307601005;03140;=;-
0307601006;03140;=;-
0307601007;03140;=;-
0307701001;03688;++;+
0307801001;03689;++;=
0307901001;03440;=;=
0307901002;03440;=;=
0307901003;03440;=;=
0307901004;03440;=;=
0307901005;03440;=;=
0307902001;03440;=;=
0307902002;03440;=;=
0307902003;03440;=;=
0307902004;03440;=;=
0307902005;03440;=;=
0307902006;03440;=;=
0307902007;03440;=;=
0307903001;03440;=;=
0307903002;03440;=;=
0307903003;03440;=;=
0307903004;03440;=;=
0307903005;03440;=;=
0307903006;03440;=;=
0307903007;03440;=;=
0308001001;03310;++;++
0308101001;03727;++;=
0308102001;03727;++;=
0308201001;03730;=;-
0308201002;03730;=;-
0308201003;03730;=;-
0308201004;03730;=;-
0308202001;03730;=;-
0308202002;03730;=;-
0308202003;03730;=;-
0308203001;03739;+;=
0308203002;03739;+;=
0308203003;03739;+;=
0308203004;03739;+;=
0308301001;03100;+;--
0308301002;03100;+;--
0308301003;03100;+;--
0308301004;03100;+;--
0308301005;03100;+;--
0308301006;03100;+;--
0308301007;03100;+;--
0308401001;03860;++;++
0308501001;03729;++;--
0308601001;03812;++;++
0308801001;03670;=;=
0308801002;03670;=;=
0308801003;03670;=;=
0308801004;03670;=;=
0308801005;03670;=;=
0308901001;03640;=;-
0308901002;03640;=;-
0308901003;03640;=;-
0308901004;03640;=;-
0308901005;03640;=;-
0308901006;03640;=;-
0308901007;03640;=;-
0308901008;03640;=;-
0308901009;03640;=;-
0308901010;03640;=;-
0308902001;03649;++;++
0309001001;03110;=;=
0309001002;03110;=;=
0309001003;03110;=;=
0309001004;03110;=;=
0309001005;03110;=;=
0309001006;03110;=;=
0309001007;03110;=;=
0309001008;03110;=;=
0309002001;03110;=;=
0309002002;03110;=;=
0309002003;03110;=;=
0309002004;03110;=;=
0309002005;03110;=;=
0309002006;03110;=;=
0309002007;03110;=;=
0309002008;03110;=;=
0309101001;03792;=;++
0309201001;03830;+;=
0309201002;03830;+;=
0309201003;03830;+;=
0309201004;03830;+;=
0309201005;03830;+;=
0309201006;03830;+;=
0309301001;03660;=;-
0309301002;03660;=;-
0309301003;03660;=;-
0309301004;03660;=;-
0309301005;03660;=;-
0309301006;03660;=;-
0309301007;03660;=;-
0309301008;03660;=;-
0309301009;03660;=;-
0309301010;03660;=;-
0309301011;03660;=;-
0309301012;03660;=;-
0309301013;03660;=;-
0309301014;03660;=;-
0309302001;03660;=;-
0309302002;03660;=;-
0309302003;03660;=;-
0309302004;03660;=;-
0309302005;03660;=;-
0309302006;03660;=;-
0309302007;03660;=;-
0309302008;03660;=;-
0309303001;03660;=;-
0309401001;03530;=;+
0309401002;03530;=;+
0309401003;03530;=;+
0309401004;03530;=;+
0309401005;03530;=;+
0309401006;03530;=;+
0309401007;03530;=;+
0309501001;03760;+;--
0309501002;03760;+;--
0309501003;03760;+;--
0309501004;03760;+;--
0309501005;03760;+;--
0309501006;03760;+;--
0309601001;03430;+;=
0309601002;03430;+;=
0309601003;03430;+;=
0309601004;03430;+;=
0309601006;03430;+;=
0309601007;03430;+;=
0309601008;03430;+;=
0309701001;03790;++;++
0309801001;03579;--;-
0309901001;03390;-;++
0309901002;03390;-;++
0309901003;03390;-;++
0309901004;03390;-;++
0309902001;03300;+;=
0309902002;03300;+;=
0309902003;03300;+;=
0309902004;03300;+;=
0309902005;03300;+;=
0309902006;03300;+;=
0309902007;03300;+;=
0309903001;03300;+;=
0309903002;03300;+;=
0309903003;03300;+;=
0309904001;03300;+;=
0309904002;03300;+;=
0309904003;03300;+;=
0309904004;03300;+;=
0309904005;03300;+;=
0309904006;03300;+;=
0309905001;03313;++;=
0309905002;03313;++;=
0309905003;03313;++;=
0309905004;03313;++;=
0309906001;03322;=;-
0309906002;03322;=;-
0309906003;03322;=;-
0309906004;03322;=;-
0309906005;03322;=;-
0309906006;03322;=;-
0309906007;03322;=;-
0309907001;03311;++;--
0309907002;03311;++;--
0309907003;03311;++;--
0309907004;03311;++;--
0309907005;03311;++;--
0309907006;03311;++;--
0309908001;03316;-;++
0309908002;03316;-;++
0309908003;03316;-;++
0309908004;03316;-;++
0309908005;03316;-;++
0310001001;03792;=;++
0310101001;03750;-;-
0310101002;03750;-;-
0310101003;03750;-;-
0310101004;03750;-;-
0310101005;03750;-;-
0310101006;03750;-;-
0310201001;03780;++;=
0310201002;03780;++;=
0310202001;03780;++;=
0310202002;03780;++;=
0310203001;03780;++;=
0310203002;03780;++;=
0310301001;03815;++;--
0310401001;03610;++;+
0310401002;03610;++;+
0310401003;03610;++;+
0310402001;03610;++;+
0310402002;03610;++;+
0310402003;03610;++;+
0310402004;03610;++;+
0310402005;03610;++;+
0310402006;03610;++;+
0310403001;03610;++;+
0310403002;03610;++;+
0310403003;03610;++;+
0310403004;03610;++;+
0310403005;03610;++;+
0310403006;03610;++;+
0310404001;03610;++;+
0310404002;03610;++;+
0310404003;03610;++;+
0310404004;03610;++;+
0310404005;03610;++;+
0310404006;03610;++;+
0310404007;03610;++;+
0310404008;03610;++;+
0310404009;03610;++;+
0310404010;03610;++;+
0310404011;03610;++;+
0310501001;03650;++;--
0310501002;03650;++;--
0310501003;03650;++;--
0310501004;03650;++;--
0310601001;03828;++;--
0310701001;03520;=;+
0310701002;03520;=;+
0310901001;03369;=;+
0310901002;03369;=;+
0311001001;03769;--;+
0311101001;03370;-;++
0311101002;03370;-;++
0311101003;03370;-;++
0311101004;03370;-;++
0311101005;03370;-;++
0311201001;03578;--;--
0311301001;03170;+;=
0311301002;03170;+;=
0311302001;03170;+;=
0311302002;03170;+;=
0311401001;03669;++;--
0311501001;03795;++;=
0311601001;03638;+;+
0311701001;03769;--;+
0311801001;03177;-;++
0311801002;03177;-;++
0311901001;03550;=;=
0311901002;03550;=;=
0311901003;03550;=;=
0311901004;03550;=;=
0311901005;03550;=;=
0311901006;03550;=;=
0311902001;03550;=;=
0311902002;03550;=;=
0311902003;03550;=;=
0311902004;03550;=;=
0311902005;03550;=;=
0312001001;03193;++;++
0312001002;03193;++;++
0312001003;03193;++;++
0312101001;03130;=;=
0312101002;03130;=;=
0312101003;03130;=;=
0312101004;03130;=;=
0312101005;03130;=;=
0312101006;03130;=;=
0312101007;03130;=;=
0312101008;03130;=;=
0312102001;03130;=;=
0312102002;03130;=;=
0312102003;03130;=;=
0312102004;03130;=;=
0312102005;03130;=;=
0312102006;03130;=;=
0312102007;03130;=;=
0312102008;03130;=;=
0312102009;03130;=;=
0312102010;03130;=;=
0312201001;03690;+;=
0312201002;03690;+;=
0312201003;03690;+;=
0312201004;03690;+;=
0312201005;03690;+;=
0312201006;03690;+;=
0312201007;03690;+;=
0312201008;03690;+;=
0312201009;03690;+;=
0312201010;03690;+;=
0312201011;03690;+;=
0312201012;03690;+;=
0312201013;03690;+;=
0312201014;03690;+;=
0312201015;03690;+;=
0312202001;03690;+;=
0312202002;03690;+;=
0312202003;03690;+;=
0312202004;03690;+;=
0312202005;03690;+;=
0312202006;03690;+;=
0312202007;03690;+;=
0312202008;03690;+;=
0312203001;03690;+;=
0312203002;03690;+;=
0312203003;03690;+;=
0312203004;03690;+;=
0312203005;03690;+;=
0312203006;03690;+;=
0312203007;03690;+;=
0312203008;03690;+;=
0312203009;03690;+;=
0312203010;03690;+;=
0312203011;03690;+;=
0312301001;03630;++;++
0312301002;03630;++;++
0312301003;03630;++;++
0312301004;03630;++;++
0312301005;03630;++;++
0312302001;03630;++;++
0312302002;03630;++;++
0312401001;03579;--;-
0312501001;03729;++;--
0312701001;03518;++;=
0312801001;03725;-;++
0312801002;03725;-;++
0312802001;03724;-;=
0312803001;03724;-;=
0312901001;03109;=;=
0313001001;03813;++;++
0313101001;03795;++;=
0313201001;03108;--;-
0313301001;03181;=;=
0313301002;03181;=;=
0313301003;03181;=;=
0313301004;03181;=;=
0313301005;03181;=;=
0313301006;03181;=;=
0313301007;03181;=;=
0313301008;03181;=;=
0313301009;03181;=;=
0313302001;03181;=;=
0313302002;03181;=;=
0313302003;03181;=;=
0313302004;03181;=;=
0313302005;03181;=;=
0313302006;03181;=;=
0313302007;03181;=;=
0313302008;03181;=;=
0313302009;03181;=;=
0313303001;03182;=;=
0313303002;03182;=;=
0313303003;03182;=;=
0313303004;03182;=;=
0313303005;03182;=;=
0313303006;03182;=;=
0313303007;03182;=;=
0313303008;03182;=;=
0313303009;03182;=;=
0313303010;03182;=;=
0313303011;03182;=;=
0313303012;03182;=;=
0313303013;03182;=;=
0313303014;03182;=;=
0313303015;03182;=;=
0313401001;03788;++;=
0313501001;03789;++;--
0313601001;03788;++;=
0313701001;03791;++;-
0313801001;03770;++;+
0313801002;03770;++;+
0313901001;03570;+;=
0313901002;03570;+;=
0313901003;03570;+;=
0313901004;03570;+;=
0313901005;03570;+;=
0313901006;03570;+;=
0313901007;03570;+;=
0313901008;03570;+;=
0313901009;03570;+;=
0313901010;03570;+;=
0313901011;03570;+;=
0313902001;03570;+;=
0313902003;03570;+;=
0313903001;03570;+;=
0313903002;03570;+;=
0313903003;03570;+;=
0313903004;03570;+;=
0313903005;03570;+;=
0313903006;03570;+;=
0314001001;03409;++;++
0314001002;03409;++;++
0314002001;03400;=;--
0314002002;03400;=;--
0314002003;03400;=;--
0314003001;03400;=;--
0314003002;03400;=;--
0314003003;03400;=;--
0314004001;03409;++;++
0314004002;03409;++;++
0314005001;03409;++;++
0314005002;03409;++;++
0314005003;03409;++;++
0314005004;03409;++;++
0314005005;03409;++;++
0314005006;03409;++;++
0314005007;03409;++;++
0314006001;03409;++;++
0314006002;03409;++;++
0314006003;03409;++;++
0314006004;03409;++;++
0314006005;03409;++;++
0314007001;03409;++;++
0390101001;03779;+;+
0390201001;03190;++;=
0390201002;03190;++;=
0390201003;03190;++;=
0390201004;03190;++;=
0390201005;03190;++;=
0390201006;03190;++;=
0390201007;03190;++;=
0390201008;03190;++;=
0390301001;03187;+;++
0390301002;03187;+;++
0390401001;03349;=;-
0400101001;04510;++;--
0400201001;04533;++;--
0400301001;04770;=;+
0400301002;04770;=;+
0400301003;04770;=;+
0400301004;04770;=;+
0400301005;04770;=;+
0400301006;04770;=;+
0400301007;04770;=;+
0400302001;04770;=;+
0400302002;04770;=;+
0400302003;04770;=;+
0400303001;04770;=;+
0400303002;04770;=;+
0400303003;04770;=;+
0400304001;04770;=;+
0400305001;04779;+;++
0400305002;04779;+;++
0400401001;04857;=;=
0400501001;04531;++;--
0400601001;04800;-;=
0400601002;04800;-;=
0400602001;04800;-;=
0400602002;04800;-;=
0400603001;04812;++;--
0400604001;04813;++;--
0400701001;04768;--;++
0400801001;04897;++;--
0400901001;04276;++;--
0401001001;04567;++;--
0401101001;04400;=;=
0401101002;04400;=;=
0401201001;04409;++;--
0401301001;04002;-;--
0401301003;04002;-;--
0401302001;04002;-;--
0401302002;04002;-;--
0401302003;04002;-;--
0401302004;04002;-;--
0401302005;04002;-;--
0401302006;04002;-;--
0401303001;04002;-;--
0401303002;04002;-;--
0401303003;04002;-;--
0401303006;04002;-;--
0401303007;04002;-;--
0401303008;04002;-;--
0401303009;04002;-;--
0401303010;04002;-;--
0401303011;04002;-;--
0401304001;04001;=;--
0401304002;04001;=;--
0401304003;04001;=;--
0401304004;04001;=;--
0401304005;04001;=;--
0401304006;04001;=;--
0401304007;04001;=;--
0401305002;04008;=;=
0401305003;04008;=;=
0401305004;04008;=;=
0401305005;04008;=;=
0401305006;04008;=;=
0401305007;04008;=;=
0401305008;04008;=;=
0401305009;04008;=;=
0401305010;04008;=;=
0401305011;04008;=;=
0401306001;04005;+;=
0401306002;04005;+;=
0401306003;04005;+;=
0401306004;04005;+;=
0401306005;04005;+;=
0401306006;04005;+;=
0401306007;04005;+;=
0401306008;04005;+;=
0401306009;04005;+;=
0401306010;04005;+;=
0401306011;04005;+;=
0401306012;04005;+;=
0401306013;04005;+;=
0401306014;04005;+;=
0401306015;04005;+;=
0401306016;04005;+;=
0401306017;04005;+;=
0401306018;04005;+;=
0401306019;04005;+;=
0401306020;04005;+;=
0401306021;04005;+;=
0401306022;04005;+;=
0401306023;04005;+;=
0401306024;04005;+;=
0401306025;04005;+;=
0401306026;04005;+;=
0401306027;04005;+;=
0401306028;04005;+;=
0401306029;04005;+;=
0401306030;04005;+;=
0401306031;04005;+;=
0401306032;04005;+;=
0401306033;04005;+;=
0401306034;04005;+;=
0401306035;04005;+;=
0401306036;04005;+;=
0401306037;04005;+;=
0401306038;04005;+;=
0401306039;04005;+;=
0401306040;04005;+;=
0401306041;04005;+;=
0401307001;04005;+;=
0401307002;04005;+;=
0401307003;04005;+;=
0401307004;04005;+;=
0401307005;04005;+;=
0401307006;04005;+;=
0401307007;04005;+;=
0401307008;04005;+;=
0401307010;04005;+;=
0401307011;04005;+;=
0401307012;04005;+;=
0401307013;04005;+;=
0401307014;04005;+;=
0401307015;04005;+;=
0401307016;04005;+;=
0401307017;04005;+;=
0401307018;04005;+;=
0401307019;04005;+;=
0401307020;04005;+;=
0401307021;04005;+;=
0401307022;04005;+;=
0401307023;04005;+;=
0401307024;04005;+;=
0401307025;04005;+;=
0401307026;04005;+;=
0401307027;04005;+;=
0401307028;04005;+;=
0401307029;04005;+;=
0401307030;04005;+;=
0401307031;04005;+;=
0401307032;04005;+;=
0401307033;04005;+;=
0401307034;04005;+;=
0401307035;04005;+;=
0401307036;04005;+;=
0401307037;04005;+;=
0401307038;04005;+;=
0401307039;04005;+;=
0401307040;04005;+;=
0401307041;04005;+;=
0401307042;04005;+;=
0401307043;04005;+;=
0401307044;04005;+;=
0401307045;04005;+;=
0401307047;04005;+;=
0401307048;04005;+;=
0401308001;04160;=;-
0401308002;04160;=;-
0401308003;04160;=;-
0401308004;04160;=;-
0401308005;04160;=;-
0401308006;04160;=;-
0401308007;04160;=;-
0401308008;04160;=;-
0401308009;04160;=;-
0401401001;04458;+;++
0401501001;04568;++;--
0401601001;04628;-;++
0401602001;04629;++;++
0401701001;04660;++;--
0401801001;04888;=;++
0401901001;04889;=;++
0402001001;04479;--;--
0402101001;04888;=;++
0402201001;04288;++;++
0402301001;04458;+;++
0402401001;04410;++;++
0402401002;04410;++;++
0402601001;04276;++;--
0402701001;04276;++;--
0402801001;04431;-;++
0402901001;04760;--;=
0402901002;04760;--;=
0402901003;04760;--;=
0402901004;04760;--;=
0402901005;04760;--;=
0402901006;04760;--;=
0402901007;04760;--;=
0402902001;04769;--;++
0402902002;04769;--;++
0402902004;04769;--;++
0403001001;04450;=;++
0403001002;04450;=;++
0403101001;04850;=;+
0403101002;04850;=;+
0403102001;04858;=;=
0403201001;04140;=;++
0403201002;04140;=;++
0403201003;04140;=;++
0403201004;04140;=;++
0403202001;04149;=;+
0403301001;04212;++;--
0403401001;04859;=;=
0403501001;04610;--;++
0403501002;04610;--;++
0403501003;04610;--;++
0403502001;04610;--;++
0403503001;04610;--;++
0403504001;04619;=;--
0403504002;04619;=;--
0403601001;04859;=;=
0403701001;04825;--;+
